#0:Time, 1:C, 2:dC/dt, 3:eB, 4:dA/dt
2.490664350846657271e+00,2.931962137346419084e+01,-4.059514913556636073e-02,9.392400778077900081e-02,6.782207475560819709e-01
9.329570125922714396e+00,2.907290760091454729e+01,-2.611341422372361054e-02,9.216633405565440029e-02,6.876212504179732843e-01
1.845071645679541916e+01,2.866140469266826329e+01,-3.450106284746435464e-02,8.988971174043064449e-02,6.701033634928692528e-01
2.983847155883626101e+01,2.858041991780594060e+01,-3.812398086206386649e-02,8.715225684236668768e-02,6.669730024171501848e-01
3.782370820668688793e+01,2.808620915438110544e+01,-1.435740228054947082e-02,8.529982698367635785e-02,6.788924884952184380e-01
4.351888840642629930e+01,2.800444116119322402e+01,-1.918538235427282371e-02,8.401142448081590219e-02,6.730863021531875434e-01
4.921406860616582435e+01,2.792267316800534616e+01,-2.552150253104882097e-02,8.274967159905041725e-02,6.657453260870089817e-01
5.946851932262262608e+01,2.767642932645103926e+01,-2.250436003786422320e-02,8.054326111368353969e-02,6.641429997776751026e-01
6.858445505861919855e+01,2.743002884123162133e+01,-1.616823986108861105e-02,7.865033762739308265e-02,6.655418219904589705e-01
7.769778549717756277e+01,2.726617956752563998e+01,-1.918538235427305616e-02,7.682020920236438954e-02,6.598129060551732872e-01
8.339296569691703098e+01,2.718441157433775857e+01,-1.797792717761942730e-02,7.570720111266331098e-02,6.598667605503599765e-01
9.022926617455493670e+01,2.702024901330155515e+01,-2.199899567183814797e-02,7.440154490382991370e-02,6.526007620730510661e-01
9.706296135475457731e+01,2.693863766377878477e+01,-2.501728842903079564e-02,7.312871802368009488e-02,6.485930295872370799e-01
1.073200173686495873e+02,2.660984261071104484e+01,-8.920745745842693919e-03,7.127718830229280711e-02,6.574269031207747860e-01
1.118766825879287694e+02,2.652791797385805239e+01,-5.039872264412670506e-03,7.047674774064043024e-02,6.598372662302921521e-01
1.175692574902301999e+02,2.652870119218360401e+01,-1.409820396019768884e-02,6.949539375813527931e-02,6.517819993289966085e-01
1.255414676508900698e+02,2.644724648632595176e+01,-8.920745745842529120e-03,6.815505842042109130e-02,6.560418684346916995e-01
1.346547980894485477e+02,2.628339721261996687e+01,-6.657134051170229827e-03,6.667014642194746266e-02,6.552484902607078610e-01
1.414858879722101506e+02,2.628433707461062951e+01,-1.237939102297175992e-02,6.558921476868168066e-02,6.506332179165532636e-01
1.050377768128527691e+02,2.677463174640769239e+01,-1.464300271764367063e-02,7.168315432196553649e-02,6.558666349708122123e-01
1.483169778549717535e+02,2.628527693660129572e+01,-1.927227932044393161e-02,6.453504510990941412e-02,6.448205522522346689e-01
1.528736430742509924e+02,2.620335229974830682e+01,-1.021394762465899046e-02,6.384641478528955971e-02,6.522965633390745976e-01
1.608484585323490705e+02,2.603934638237721444e+01,-8.920745745842268912e-03,6.266858247875947696e-02,6.502213534948947382e-01
1.665410334346503873e+02,2.604012960070276961e+01,-8.920745745842581162e-03,6.184866131433979647e-02,6.510629854712984832e-01
1.756543638732088652e+02,2.587628032699678471e+01,-4.392875055469695755e-03,6.057118275622216941e-02,6.523264328526590106e-01
1.813469387755101820e+02,2.587706354532233632e+01,-4.392875055469607284e-03,5.979462506279788203e-02,6.531247013580677718e-01
1.904576639166304517e+02,2.579576548312979511e+01,-5.902452988649806859e-03,5.858504911878039539e-02,6.505711170849277636e-01
1.984272687798523407e+02,2.579686198878556880e+01,-5.902452988649583947e-03,5.755963213544874196e-02,6.516269292050376194e-01
2.052609639600521518e+02,2.571525063926279842e+01,1.375859499428026605e-04,5.670393887272728861e-02,6.562603947975803598e-01
2.143690838037343269e+02,2.571650378858368668e+01,-8.920745745842445854e-03,5.559630644023418750e-02,6.483444328334632134e-01
2.212001736864959298e+02,2.571744365057434933e+01,-8.920745745842185645e-03,5.478954387408644516e-02,6.491772483739923771e-01
2.303135041250542940e+02,2.555359437686836799e+01,1.375859499430629775e-04,5.374425764256632321e-02,6.547389644341680137e-01
2.371445940078157832e+02,2.555453423885903419e+01,1.375859499426723665e-04,5.298334859507092959e-02,6.555259264560441279e-01
2.439756838905774998e+02,2.555547410084970039e+01,-4.392875055469773818e-03,5.224127833694545281e-02,6.517635886831384395e-01
2.485297438124185305e+02,2.555610067551014097e+01,-4.392875055469775553e-03,5.175680001846411082e-02,6.522654356512072038e-01
2.576404689535388002e+02,2.547480261331759976e+01,1.375859499426723665e-04,5.081153425828088821e-02,6.554875801328255980e-01
2.621945288753799446e+02,2.547542918797804035e+01,1.375859499430624354e-04,5.035075306112059279e-02,6.559657299795738084e-01
2.713026487190620060e+02,2.547668233729892862e+01,-5.039872264412953266e-03,4.945197557321327070e-02,6.517217865523001752e-01
2.792722535822840086e+02,2.547777884295470585e+01,-5.039872264412640149e-03,4.868981610859000192e-02,6.525143411537018823e-01
