#0:Time, 1:C, 2:dC/dt, 3:eB, 4:dA/dt
2.490664350846657271e+00,1.354566507454045698e+01,-1.875495890063158880e-02,9.729619471904867034e-02,6.966887508527470629e-01
9.329570125922714396e+00,1.343168331162252294e+01,-1.206439737136033412e-02,9.541057679148329251e-02,6.984260245345077500e-01
1.845071645679541916e+01,1.324156896801273930e+01,-1.593949103552855934e-02,9.297081661277593889e-02,6.855838304324597399e-01
2.983847155883626101e+01,1.320415400202634615e+01,-1.761327915827352181e-02,9.004118559408660905e-02,6.845947753692206428e-01
3.782370820668688793e+01,1.297582862932407188e+01,-6.633119853613824411e-03,8.806126284399577731e-02,6.838553350618347126e-01
4.351888840642629930e+01,1.293805181647127078e+01,-8.863646647673998832e-03,8.668543775571740939e-02,6.807340245848847449e-01
4.921406860616582435e+01,1.290027500361847146e+01,-1.179093416934451875e-02,8.533908854737626282e-02,6.768864775003874401e-01
5.946851932262262608e+01,1.278651034882038218e+01,-1.039701433749336962e-02,8.298722895504156982e-02,6.738063776366878255e-01
6.858445505861919855e+01,1.267267332464901131e+01,-7.469726815822880922e-03,8.097211541912510691e-02,6.719185572439926313e-01
7.769778549717756277e+01,1.259697496019684593e+01,-8.863646647674043935e-03,7.902620568876678186e-02,6.679286452753698811e-01
8.339296569691703098e+01,1.255919814734404660e+01,-8.305802356060203173e-03,7.784394899970041581e-02,6.674021374848821964e-01
9.022926617455493670e+01,1.248335504414531982e+01,-1.016353600038914090e-02,7.645821006954679755e-02,6.623795565787832240e-01
9.706296135475457731e+01,1.244565060066580031e+01,-1.155798725421238946e-02,7.510853889862462163e-02,6.600725098871109697e-01
1.073200173686495873e+02,1.229374728614850554e+01,-4.121384534579423768e-03,7.314744745622102362e-02,6.603560051781097728e-01
1.118766825879287694e+02,1.225589810392242107e+01,-2.328420986158588266e-03,7.230047785518256553e-02,6.607249873940040930e-01
1.175692574902301999e+02,1.225625995078882724e+01,-6.513370229611402037e-03,7.126278394584902032e-02,6.575994428718691109e-01
1.255414676508900698e+02,1.221862787668259109e+01,-4.121384534579279786e-03,6.984678213262900115e-02,6.591495059337471041e-01
1.346547980894485477e+02,1.214292951223042571e+01,-3.075595931640663031e-03,6.827981808611438552e-02,6.572203567160704862e-01
1.414858879722101506e+02,1.214336372847011170e+01,-5.719278652612942368e-03,6.714036511289576958e-02,6.557421799426980114e-01
1.050377768128527691e+02,1.236987986684035512e+01,-6.765067255551558689e-03,7.357720669843027805e-02,6.618505180564394630e-01
