#0:Time, 1:C, 2:dC/dt, 3:eB, 4:dA/dt
2.490664350846657271e+00,1.354566507454045698e+01,-1.875495890063158880e-02,1.291653163791312009e-01,7.777001714805017452e-01
9.329570125922714396e+00,1.343168331162252294e+01,-1.206439737136033412e-02,1.258510412098391429e-01,7.799162543796728242e-01
1.845071645679541916e+01,1.324156896801273930e+01,-1.593949103552855934e-02,1.216055178591234076e-01,7.672955372528851292e-01
2.983847155883626101e+01,1.320415400202634615e+01,-1.761327915827352181e-02,1.165727586365618851e-01,7.680978190102981662e-01
3.782370820668688793e+01,1.297582862932407188e+01,-6.633119853613824411e-03,1.132127676280830497e-01,7.668357355221145921e-01
4.351888840642629930e+01,1.293805181647127078e+01,-8.863646647673998832e-03,1.108979800290165324e-01,7.643385807821796440e-01
4.921406860616582435e+01,1.290027500361847146e+01,-1.179093416934451875e-02,1.086489495297165569e-01,7.610789082148676776e-01
5.946851932262262608e+01,1.278651034882038218e+01,-1.039701433749336962e-02,1.047593184474931854e-01,7.585885410510727622e-01
6.858445505861919855e+01,1.267267332464901131e+01,-7.469726815822880922e-03,1.014669931420694032e-01,7.570292905597900690e-01
7.769778549717756277e+01,1.259697496019684593e+01,-8.863646647674043935e-03,9.832396590549508097e-02,7.536056763936153091e-01
8.339296569691703098e+01,1.255919814734404660e+01,-8.305802356060203173e-03,9.643213046872273209e-02,7.534739405770602971e-01
9.022926617455493670e+01,1.248335504414531982e+01,-1.016353600038914090e-02,9.423207321717291807e-02,7.486336521323679882e-01
9.706296135475457731e+01,1.244565060066580031e+01,-1.155798725421238946e-02,9.210761719274154768e-02,7.467871865985423740e-01
1.073200173686495873e+02,1.229374728614850554e+01,-4.121384534579423768e-03,8.905366277973307543e-02,7.468976839058353301e-01
1.118766825879287694e+02,1.225589810392242107e+01,-2.328420986158588266e-03,8.774697928447851292e-02,7.474109701640616610e-01
1.175692574902301999e+02,1.225625995078882724e+01,-6.513370229611402037e-03,8.615632609728569868e-02,7.448414003103392966e-01
1.255414676508900698e+02,1.221862787668259109e+01,-4.121384534579279786e-03,8.400431273412506394e-02,7.468138743046059957e-01
1.346547980894485477e+02,1.214292951223042571e+01,-3.075595931640663031e-03,8.164829436176596067e-02,7.450429597090058031e-01
1.414858879722101506e+02,1.214336372847011170e+01,-5.719278652612942368e-03,7.995218105282046739e-02,7.441250617400242406e-01
1.050377768128527691e+02,1.236987986684035512e+01,-6.765067255551558689e-03,8.971953688962633344e-02,7.487905200889130031e-01
1.483169778549717535e+02,1.214379794470980123e+01,-8.903793046045216375e-03,7.831369492054476855e-02,7.426087049219131098e-01
1.528736430742509924e+02,1.210594876248371854e+01,-4.718843802592558728e-03,7.725181611671742832e-02,7.452691721837441108e-01
1.608484585323490705e+02,1.203017802865827512e+01,-4.121384534579234683e-03,7.545129322853597054e-02,7.424894875285336093e-01
1.665410334346503873e+02,1.203053987552467952e+01,-4.121384534579234683e-03,7.420977103280891607e-02,7.437557359267983337e-01
1.756543638732088652e+02,1.195484151107251591e+01,-2.029508275627068224e-03,7.229517350534800380e-02,7.425894881423135141e-01
1.813469387755101820e+02,1.195520335793892031e+01,-2.029508275626978886e-03,7.114326804211784649e-02,7.437661198080813829e-01
1.904576639166304517e+02,1.191764365320596575e+01,-2.726933280756173045e-03,6.936736802489287812e-02,7.422780149967586061e-01
1.984272687798523407e+02,1.191815023881893332e+01,-2.726933280756047712e-03,6.787963382125167255e-02,7.438003658839527077e-01
2.052609639600521518e+02,1.188044579533941381e+01,6.356470887359329160e-05,6.665086436388178992e-02,7.452431630265183848e-01
2.143690838037343269e+02,1.188102475032566474e+01,-4.121384534579233816e-03,6.507781130696396743e-02,7.426708287640437778e-01
2.212001736864959298e+02,1.188145896656535072e+01,-4.121384534579102844e-03,6.394469703202554367e-02,7.438336144820275608e-01
2.303135041250542940e+02,1.180576060211318712e+01,6.356470887369095111e-05,6.249272632024905488e-02,7.442978128663590986e-01
2.371445940078157832e+02,1.180619481835287488e+01,6.356470887362568214e-05,6.144744293989187062e-02,7.453727676897614618e-01
2.439756838905774998e+02,1.180662903459256263e+01,-2.029508275627047841e-03,6.043767412669957817e-02,7.443191349614984853e-01
2.485297438124185305e+02,1.180691851208568721e+01,-2.029508275627048709e-03,5.978362765701507320e-02,7.449929623932131095e-01
2.576404689535388002e+02,1.176935880735273088e+01,6.356470887365818110e-05,5.851954141316147162e-02,7.457835417981487636e-01
2.621945288753799446e+02,1.176964828484585546e+01,6.356470887374177309e-05,5.790919176798034473e-02,7.464136724053600513e-01
2.713026487190620060e+02,1.177022723983210639e+01,-2.328420986158732681e-03,5.672988870039670506e-02,7.452405517019717873e-01
2.792722535822840086e+02,1.177073382544507574e+01,-2.328420986158776917e-03,5.574165568809365950e-02,7.462634013978276526e-01
2.872444637429439922e+02,1.173310175133883604e+01,6.356470887357164822e-05,5.479217889060210983e-02,7.470333388264253083e-01
2.929370386452453090e+02,1.173346359820524221e+01,-5.515304366430512188e-03,5.413726382186176411e-02,7.421341110223992343e-01
3.009066435084673117e+02,1.173397018381820978e+01,-5.515304366430484433e-03,5.325150529693620238e-02,7.430544862308776644e-01
3.077429439861049900e+02,1.165812708061948477e+01,-2.726933280756191260e-03,5.251965358190562733e-02,7.413920969796696792e-01
3.122970039079461344e+02,1.165841655811260935e+01,-2.726933280756190826e-03,5.204598689080375262e-02,7.418855446328016523e-01
3.191306990881458319e+02,1.162071211463308984e+01,6.356470887362580412e-05,5.135538335614509703e-02,7.427901758526562759e-01
3.282388189318280070e+02,1.162129106961933900e+01,4.852230869684023493e-03,5.047128260413067530e-02,7.485025046895414924e-01
3.350699088145896098e+02,1.162172528585902676e+01,-7.266382056199940584e-04,4.983444001437454390e-02,7.435901496470389560e-01
3.430343030829353097e+02,1.169850919091040709e+01,-5.515304366430196469e-03,4.911921079894560060e-02,7.447636128801686795e-01
3.498706035605731017e+02,1.162266608771168208e+01,6.356470887375594903e-05,4.852786324837166793e-02,7.457512174541337524e-01
3.532861485019538463e+02,1.162288319583152685e+01,-1.331950301002190118e-03,4.823999045641184230e-02,7.446584109577402133e-01
3.623942683456361351e+02,1.162346215081777601e+01,-1.331950301002385274e-03,4.749621593002348319e-02,7.454417474081888040e-01
3.760590534085974355e+02,1.158619192357794603e+01,2.157835446154914971e-03,4.644270164017461067e-02,7.474382485838065859e-01
3.806131133304385799e+02,1.158648140107106883e+01,4.832812876562687151e-04,4.610747349435125042e-02,7.461187035331614537e-01
3.897186278766825467e+02,1.162519901577652526e+01,-1.610989449625242157e-03,4.545993468321288256e-02,7.473176752785578580e-01
4.011063829787233885e+02,1.158778404979013210e+01,6.356470887357178374e-05,4.469097607678033934e-02,7.472044987010856287e-01
4.124915327833261358e+02,1.158850774352294444e+01,-1.797003727018336083e-03,4.396523693128254195e-02,7.461191218157671168e-01
4.204611376465480248e+02,1.158901432913591201e+01,-1.797003727018308111e-03,4.348153164970589013e-02,7.466374437808964704e-01
4.307103777681284669e+02,1.155152699377623726e+01,-2.726933280756145290e-03,4.288746391429137245e-02,7.437399473796619809e-01
4.398184976118106420e+02,1.155210594876248642e+01,-2.726933280756047278e-03,4.238478252491422599e-02,7.442821906930997544e-01
4.466521927920104531e+02,1.151440150528296691e+01,6.356470887359369818e-05,4.202255128407451218e-02,7.448584496191351656e-01
4.557603126356925145e+02,1.151498046026921784e+01,-4.121384534579084630e-03,4.155882803859795027e-02,7.411767855452195963e-01
4.625914025184541174e+02,1.151541467650890382e+01,-4.121384534579058609e-03,4.122479516745002071e-02,7.415404898594126770e-01
4.671480677377333564e+02,1.147756549428282291e+01,6.356470887371727012e-05,4.100831336838778318e-02,7.433555601164787419e-01
4.785332175423361036e+02,1.147828918801563347e+01,-1.797003727018138325e-03,4.048874047720722735e-02,7.420640169768428773e-01
4.853643074250975928e+02,1.147872340425532300e+01,-1.797003727018311580e-03,4.019106492053067109e-02,7.423913639765646888e-01
4.956135475466783760e+02,1.144123606889564648e+01,6.356470887351731614e-05,3.976330123214281975e-02,7.421180615179331364e-01
5.058601823708206098e+02,1.144188739325517723e+01,6.356470887359291213e-05,3.935725780827582093e-02,7.425686121063682643e-01
5.126912722535823832e+02,1.144232160949486321e+01,6.356470887359316963e-05,3.909802552736239140e-02,7.428575158303268866e-01
5.217993920972644446e+02,1.144290056448111415e+01,6.356470887361250909e-05,3.876603130432174776e-02,7.432290719774279353e-01
5.286304819800261612e+02,1.144333478072080013e+01,6.356470887369301110e-05,3.852688654587248240e-02,7.434978881789225946e-01
5.400156317846287948e+02,1.144405847445361424e+01,6.356470887356278486e-05,3.814623120263745115e-02,7.439279959272330212e-01
5.548163265306122867e+02,1.144499927630626956e+01,6.356470887360105720e-05,3.768305787235835813e-02,7.444554573841102307e-01
5.718940512375163507e+02,1.144608481690548629e+01,6.356470887374914567e-05,3.719000117021162982e-02,7.450226926938703365e-01
5.844177160225792704e+02,1.144688088001158022e+01,0.000000000000000000e+00,3.685456519606199188e-02,7.453489616047292987e-01
5.992184107685627623e+02,1.144782168186423910e+01,0.000000000000000000e+00,3.648459652744665688e-02,7.457832183999429931e-01
