#0:Time, 1:C, 2:dC/dt, 3:eB, 4:dA/dt
3.191306990881458319e+02,1.162071211463308984e+01,6.356470887362580412e-05,4.209874195870310504e-02,7.520468172500982540e-01
3.282388189318280070e+02,1.162129106961933900e+01,4.852230869684023493e-03,4.137442487821178100e-02,7.575993624154604422e-01
3.350699088145896098e+02,1.162172528585902676e+01,-7.266382056199940584e-04,4.085179329318985864e-02,7.525727963682236066e-01
3.430343030829353097e+02,1.169850919091040709e+01,-5.515304366430196469e-03,4.026391068888472008e-02,7.536189129902295392e-01
3.498706035605731017e+02,1.162266608771168208e+01,6.356470887375594903e-05,3.977708723761575610e-02,7.545019934648896642e-01
3.532861485019538463e+02,1.162288319583152685e+01,-1.331950301002190118e-03,3.953983871562395669e-02,7.533585626985280781e-01
3.623942683456361351e+02,1.162346215081777601e+01,-1.331950301002385274e-03,3.892604965895208463e-02,7.540119136792602372e-01
3.760590534085974355e+02,1.158619192357794603e+01,2.157835446154914971e-03,3.805455499595661317e-02,7.558263952280246389e-01
3.806131133304385799e+02,1.158648140107106883e+01,4.832812876562687151e-04,3.777670432471718492e-02,7.544494727027956094e-01
3.897186278766825467e+02,1.162519901577652526e+01,-1.610989449625242157e-03,3.723922165458636024e-02,7.555383883071843387e-01
4.011063829787233885e+02,1.158778404979013210e+01,6.356470887357178374e-05,3.659956767566858310e-02,7.552959071021972948e-01
4.124915327833261358e+02,1.158850774352294444e+01,-1.797003727018336083e-03,3.599440364533863790e-02,7.540899551017109514e-01
4.204611376465480248e+02,1.158901432913591201e+01,-1.797003727018308111e-03,3.559022938503370731e-02,7.545287460455686324e-01
4.307103777681284669e+02,1.155152699377623726e+01,-2.726933280756145290e-03,3.509287888338217393e-02,7.515345324105711100e-01
4.398184976118106420e+02,1.155210594876248642e+01,-2.726933280756047278e-03,3.467116964981090815e-02,7.519958035682030584e-01
4.466521927920104531e+02,1.151440150528296691e+01,6.356470887359369818e-05,3.436677086663161851e-02,7.525142300365780246e-01
4.557603126356925145e+02,1.151498046026921784e+01,-4.121384534579084630e-03,3.397642479006443561e-02,7.487591887937530277e-01
4.625914025184541174e+02,1.151541467650890382e+01,-4.121384534579058609e-03,3.369477025754254174e-02,7.490705147693201837e-01
4.671480677377333564e+02,1.147756549428282291e+01,6.356470887371727012e-05,3.351201277009985269e-02,7.508518607147667279e-01
4.785332175423361036e+02,1.147828918801563347e+01,-1.797003727018138325e-03,3.307264170543310067e-02,7.494801157486169485e-01
4.853643074250975928e+02,1.147872340425532300e+01,-1.797003727018311580e-03,3.282042634312463264e-02,7.497620025539707411e-01
4.956135475466783760e+02,1.144123606889564648e+01,6.356470887351731614e-05,3.245733332962663642e-02,7.494240294204492780e-01
5.058601823708206098e+02,1.144188739325517723e+01,6.356470887359291213e-05,3.211192576681182187e-02,7.498139441478322009e-01
5.126912722535823832e+02,1.144232160949486321e+01,6.356470887359316963e-05,3.189100406392755827e-02,7.500645372937617683e-01
5.217993920972644446e+02,1.144290056448111415e+01,6.356470887361250909e-05,3.160759505615372972e-02,7.503875082255959672e-01
5.286304819800261612e+02,1.144333478072080013e+01,6.356470887369301110e-05,3.140310105355218623e-02,7.506216736712428839e-01
5.400156317846287948e+02,1.144405847445361424e+01,6.356470887356278486e-05,3.107697258326898651e-02,7.509972545466014893e-01
5.548163265306122867e+02,1.144499927630626956e+01,6.356470887360105720e-05,3.067904434692726376e-02,7.514594709095413494e-01
5.718940512375163507e+02,1.144608481690548629e+01,6.356470887374914567e-05,3.025400833967270900e-02,7.519586855244092538e-01
5.844177160225792704e+02,1.144688088001158022e+01,0.000000000000000000e+00,2.996393420480638822e-02,7.522395925959849405e-01
5.992184107685627623e+02,1.144782168186423910e+01,0.000000000000000000e+00,2.964306924244710165e-02,7.526247456849425310e-01
