#0:Time, 1:C, 2:dC/dt, 3:eB, 4:dA/dt
2.490664350846657271e+00,1.354566507454045698e+01,-1.875495890063158880e-02,1.012951143957783046e-01,6.926898311760174565e-01
9.329570125922714396e+00,1.343168331162252294e+01,-1.206439737136033412e-02,9.925199844524823511e-02,6.945846028807427519e-01
1.845071645679541916e+01,1.324156896801273930e+01,-1.593949103552855934e-02,9.661176980183677765e-02,6.819428772433988595e-01
2.983847155883626101e+01,1.320415400202634615e+01,-1.761327915827352181e-02,9.344652654011487147e-02,6.811894344231923526e-01
3.782370820668688793e+01,1.297582862932407188e+01,-6.633119853613824411e-03,9.131063824683319230e-02,6.806059596589972838e-01
4.351888840642629930e+01,1.293805181647127078e+01,-8.863646647673998832e-03,8.982803465813825328e-02,6.775914276824639426e-01
4.921406860616582435e+01,1.290027500361847146e+01,-1.179093416934451875e-02,8.837849510114481610e-02,6.738470709466188868e-01
5.946851932262262608e+01,1.278651034882038218e+01,-1.039701433749336962e-02,8.584954659864291182e-02,6.709440599930864835e-01
6.858445505861919855e+01,1.267267332464901131e+01,-7.469726815822880922e-03,8.368600476653027809e-02,6.692046678965873907e-01
7.769778549717756277e+01,1.259697496019684593e+01,-8.863646647674043935e-03,8.159976051840746314e-02,6.653550904457292692e-01
8.339296569691703098e+01,1.255919814734404660e+01,-8.305802356060203173e-03,8.033372241728488350e-02,6.649123640672977009e-01
9.022926617455493670e+01,1.248335504414531982e+01,-1.016353600038914090e-02,7.885124447009402016e-02,6.599865221782359459e-01
9.706296135475457731e+01,1.244565060066580031e+01,-1.155798725421238946e-02,7.740890537103001234e-02,6.577721434147054680e-01
1.073200173686495873e+02,1.229374728614850554e+01,-4.121384534579423768e-03,7.531597798760174267e-02,6.581874746467291093e-01
1.118766825879287694e+02,1.225589810392242107e+01,-2.328420986158588266e-03,7.441312768929859989e-02,6.586123375598880170e-01
1.175692574902301999e+02,1.225625995078882724e+01,-6.513370229611402037e-03,7.330786121747116801e-02,6.555543656002470465e-01
1.255414676508900698e+02,1.221862787668259109e+01,-4.121384534579279786e-03,7.180127154127619038e-02,6.571950165250999287e-01
1.346547980894485477e+02,1.214292951223042571e+01,-3.075595931640663031e-03,7.013630145436772212e-02,6.553638733478170941e-01
1.414858879722101506e+02,1.214336372847011170e+01,-5.719278652612942368e-03,6.892710234832140348e-02,6.539554427072723497e-01
